0,1,2,3,4,5,6,7
HHA,4,Kiến trúc dân dụng và công nghiệp,20.00,Đại học,"A00,A01,C01,D01",,2018
HHA,5,Logistics và chuỗi cung ứng,20.00,Đại học,"A00,A01,C01,D01",,2018
HHA,6,Kinh tế vận tải biển,19.00,Đại học,"A00,A01,C01,D01",,2018
HHA,7,"Công nghệ thông tin,",18.50,Đại học,"A00,A01,C01,D01",,2018
HHA,8,Kinh doanh quốc tế và logistics,18.50,Đại học,"A01,D01,D07,D15",,2018
HHA,9,"Quản trị kinh doanh,",18.50,Đại học,"A00,A01,C01,D01",,2018
HHA,10,Quản trị tài chính kế toán,18.00,Đại học,"A00,A01,C01,D01",,2018
HHA,11,Điện tự động công nghiệp,17.50,Đại học,"A00,A01,C01,D01",,2018
HHA,12,Kinh tế vận tải thủy,17.50,Đại học,"A00,A01,C01,D01",,2018
HHA,13,Quản lý kinh doanh và marketing,17.50,Đại học,"A01,D01,D07,D15",,2018
HHA,14,Quản trị tài chính ngân hàng,17.50,Đại học,"A00,A01,C01,D01",,2018
HHA,15,Kỹ thuật ôtô,17.25,Đại học,"A00,A01,C01,D01",,2018
HHA,16,Công nghệ phần mềm,17.00,Đại học,"A00,A01,C01,D01",,2018
HHA,17,Kinh tế Hàng hải,16.00,Đại học,"A01,D01,D07,D15",,2018
HHA,18,Kinh tế ngoại thương (CLC),16.00,Đại học,"A00,A01,C01,D01",,2018
HHA,19,Luật hàng hải,16.00,Đại học,"A00,A01,C01,D01",,2018
HHA,20,Kỹ thuật truyền thông và mạng máy tính,15.50,Đại học,"A00,A01,C01,D01",,2018
HHA,1,Tiếng Anh thương mại,27.75,Đại học,"A01,D01,D10,D14",,2019
HHA,2,"Ngôn ngữ Anh,",27.50,Đại học,"A01,D01,D10,D14",,2019
HHA,3,Logistics và chuỗi cung ứng,22.00,Đại học,"A00,A01,C01,D01",,2019
HHA,4,Kinh tế ngoại thương,21.25,Đại học,"A00,A01,C01,D01",,2019
HHA,5,Kinh tế vận tải biển,20.75,Đại học,"A00,A01,C01,D01",,2019
HHA,6,"Công nghệ thông tin,",20.25,Đại học,"A00,A01,C01,D01",,2019
HHA,7,Kỹ thuật ôtô,20.25,Đại học,"A00,A01,C01,D01",,2019
HHA,8,Kiến trúc dân dụng và công nghiệp,20.00,Đại học,"A00,A01,C01,D01",,2019
HHA,9,"Quản trị kinh doanh,",20.00,Đại học,"A00,A01,C01,D01",,2019
HHA,10,Quản trị tài chính kế toán,19.75,Đại học,"A00,A01,C01,D01",,2019
HHA,11,Quản trị tài chính ngân hàng,19.25,Đại học,"A00,A01,C01,D01",,2019
HHA,12,Kinh tế vận tải thủy,19.00,Đại học,"A00,A01,C01,D01",,2019
HHA,13,Công nghệ phần mềm,18.75,Đại học,"A00,A01,C01,D01",,2019
HHA,14,Điện tự động công nghiệp,18.75,Đại học,"A00,A01,C01,D01",,2019
HHA,15,Kinh doanh quốc tế và logistics,18.75,Đại học,"A01,D01,D07,D15",,2019
HHA,16,Kỹ thuật cơ điện tử,18.25,Đại học,"A00,A01,C01,D01",,2019
HHA,17,Quản lý kinh doanh và marketing,17.75,Đại học,"A01,D01,D07,D15",,2019
HHA,18,"Kỹ thuật cơ khí,",17.50,Đại học,"A00,A01,C01,D01",,2019
HHA,19,Kinh tế ngoại thương (CLC),17.25,Đại học,"A00,A01,C01,D01",,2019
HHA,20,Kỹ thuật truyền thông và mạng máy tính,17.00,Đại học,"A00,A01,C01,D01",,2019
HHA,1,Tiếng Anh thương mại,30.00,Đại học,"A01,D01,D10,D14",,2020
HHA,2,"Ngôn ngữ Anh,",29.50,Đại học,"A01,D01,D10,D14",,2020
HHA,3,Logistics và chuỗi cung ứng,25.25,Đại học,"A00,A01,C01,D01",,2020
HHA,4,Kinh tế ngoại thương,24.50,Đại học,"A00,A01,C01,D01",,2020
HHA,5,Kinh tế vận tải biển,23.75,Đại học,"A00,A01,C01,D01",,2020
HHA,6,Kỹ thuật ôtô,23.75,Đại học,"A00,A01,C01,D01",,2020
HHA,7,"Quản trị kinh doanh,",23.25,Đại học,"A00,A01,C01,D01",,2020
HHA,8,"Công nghệ thông tin,",23.00,Đại học,"A00,A01,C01,D01",,2020
HHA,9,Quản trị tài chính kế toán,22.75,Đại học,"A00,A01,C01,D01",,2020
HHA,10,Quản trị tài chính ngân hàng,22.00,Đại học,"A00,A01,C01,D01",,2020
HHA,11,Công nghệ phần mềm,21.75,Đại học,"A00,A01,C01,D01",,2020
HHA,12,Điện tự động công nghiệp,21.75,Đại học,"A00,A01,C01,D01",,2020
HHA,13,Kinh tế vận tải thủy,21.50,Đại học,"A00,A01,C01,D01",,2020
HHA,14,Kỹ thuật cơ điện tử,21.50,Đại học,"A00,A01,C01,D01",,2020
HHA,15,Kinh doanh quốc tế và logistics,21.00,Đại học,"A01,D01,D07,D15",,2020
HHA,16,Kinh tế ngoại thương (CLC),21.00,Đại học,"A00,A01,C01,D01",,2020
HHA,17,Quản lý hàng hải,21.00,Đại học,"A00,A01,C01,D01",,2020
HHA,18,Luật hàng hải,20.50,Đại học,"A00,A01,C01,D01",,2020
HHA,19,Kỹ thuật truyền thông và mạng máy tính,20.24,Đại học,"A00,A01,C01,D01",,2020
HHA,20,Quản lý kinh doanh và marketing,20.00,Đại học,"A01,D01,D07,D15",,2020
HHA,1,Tiếng Anh thương mại,34.75,Đại học,"A01,D01,D10,D14",,2021
HHA,2,"Ngôn ngữ Anh,",34.25,Đại học,"A01,D01,D10,D14",,2021
HHA,3,Logistics và chuỗi cung ứng,26.25,Đại học,"A00,A01,C01,D01",,2021
HHA,4,Kinh tế ngoại thương,25.75,Đại học,"A00,A01,C01,D01",,2021
HHA,5,Kinh tế vận tải biển,25.35,Đại học,"A00,A01,C01,D01",,2021
HHA,6,"Công nghệ thông tin,",25.15,Đại học,"A00,A01,C01,D01",,2021
HHA,7,"Quản trị kinh doanh,",25.00,Đại học,"A00,A01,C01,D01",,2021
HHA,8,Kinh doanh quốc tế và logistics,24.85,Đại học,"A01,D01,D07,D15",,2021
HHA,9,Kỹ thuật ôtô,24.75,Đại học,"A00,A01,C01,D01",,2021
HHA,10,Công nghệ phần mềm,24.50,Đại học,"A00,A01,C01,D01",,2021
HHA,11,Quản trị tài chính kế toán,24.50,Đại học,"A00,A01,C01,D01",,2021
HHA,12,Quản trị tài chính ngân hàng,24.40,Đại học,"A00,A01,C01,D01",,2021
HHA,13,Kinh tế ngoại thương (CLC),24.35,Đại học,"A00,A01,C01,D01",,2021
HHA,14,Kinh tế vận tải thủy,24.25,Đại học,"A00,A01,C01,D01",,2021
HHA,15,Quản lý kinh doanh và marketing,24.00,Đại học,"A01,D01,D07,D15",,2021
HHA,16,Quản lý hàng hải,24.00,Đại học,"A00,A01,C01,D01",,2021
HHA,17,Kỹ thuật cơ điện tử,23.85,Đại học,"A00,A01,C01,D01",,2021
HHA,18,Điện tự động công nghiệp,23.75,Đại học,"A00,A01,C01,D01",,2021
HHA,19,Kỹ thuật truyền thông và mạng máy tính,23.75,Đại học,"A00,A01,C01,D01",,2021
HHA,20,Luật hàng hải,23.65,Đại học,"A00,A01,C01,D01",,2021
HHA,1,"Ngôn ngữ Anh,",33.25,Đại học,"A01,D01,D10,D14",,2022
HHA,2,Tiếng Anh thương mại,33.00,Đại học,"A01,D01,D10,D14",,2022
HHA,3,Logistics và chuỗi cung ứng,26.25,Đại học,"A00,A01,C01,D01",,2022
HHA,4,Kinh tế ngoại thương,25.75,Đại học,"A00,A01,C01,D01",,2022
HHA,5,"Công nghệ thông tin,",25.25,Đại học,"A00,A01,C01,D01",,2022
HHA,6,Kinh tế vận tải biển,25.25,Đại học,"A00,A01,C01,D01",,2022
HHA,7,"Quản trị kinh doanh,",24.75,Đại học,"A00,A01,C01,D01",,2022
HHA,8,Công nghệ phần mềm,24.25,Đại học,"A00,A01,C01,D01",,2022
HHA,9,Kinh doanh quốc tế và logistics,24.25,Đại học,"A01,D01,D07,D15",,2022
HHA,10,Kinh doanh quốc tế & Logistics,24.25,Đại học,"A01,D01,D07,D15",,2022
HHA,11,Kinh tế vận tải thủy,24.25,Đại học,"A00,A01,C01,D01",,2022
HHA,12,Kỹ thuật ôtô,24.25,Đại học,"A00,A01,C01,D01",,2022
HHA,13,Quản trị tài chính kế toán,24.25,Đại học,"A00,A01,C01,D01",,2022
HHA,14,Kinh tế ngoại thương,24.00,Đại học,"A00,A01,C01,D01",,2022
HHA,15,Kinh tế ngoại thương (CLC),24.00,Đại học,"A00,A01,C01,D01",,2022
HHA,16,Quản trị tài chính ngân hàng,24.00,Đại học,"A00,A01,C01,D01",,2022
HHA,17,Điện tự động công nghiệp,23.75,Đại học,"A00,A01,C01,D01",,2022
HHA,18,Kỹ thuật cơ điện tử,23.75,Đại học,"A00,A01,C01,D01",,2022
HHA,19,Quản lý hàng hải,23.75,Đại học,"A00,A01,C01,D01",,2022
HHA,20,Kinh tế vận tải biển,23.50,Đại học,"A00,A01,C01,D01",,2022
HHK,1,Quản trị doanh nghiệp,18.00,Đại học,"A01,D01,D78,D96",,2016
HHK,2,Điện tử - viễn thông,17.50,Đại học,"A00,A01,D07,D90",,2016
HHK,1,Quản lý hoạt động bay,25.00,Đại học,"A01,D01,D78,D96",,2017
HHK,2,Kỹ thuật hàng không,23.00,Đại học,"A00,A01,D07,D90",,2017
HHK,3,Quản trị doanh nghiệp,21.00,Đại học,"A01,D01,D78,D96",,2017
HHK,4,Điện tử - viễn thông,20.00,Đại học,"A00,A01,D07,D90",,2017
HHK,1,Quản lý hoạt động bay,21.85,Đại học,"A01,D01,D78,D96",,2018
HHK,2,Kỹ thuật hàng không,19.80,Đại học,"A00,A01,D07,D90",,2018
HHK,3,Quản trị doanh nghiệp,19.00,Đại học,"A01,D01,D78,D96",,2018
HHK,4,Điện tử - viễn thông,18.00,Đại học,"A00,A01,D07,D90",,2018
HHK,1,Quản lý hoạt động bay,24.20,Đại học,"A01,D01,D78,D96",,2019
HHK,2,Kỹ thuật hàng không,22.35,Đại học,"A00,A01,D07,D90",,2019
HHK,3,Quản trị doanh nghiệp,20.60,Đại học,"A01,D01,D78,D96",,2019
HHK,4,Điện tử - viễn thông,18.00,Đại học,"A00,A01,D07,D90",,2019
HHK,1,Quản lý hoạt động bay,26.20,Đại học,"A01,D01,D78,D96",,2020
HHK,2,Kỹ thuật hàng không,24.20,Đại học,"A00,A01,D07,D90",,2020
HHK,3,Quản trị doanh nghiệp,23.10,Đại học,"A01,D01,D78,D96",,2020
HHK,4,Điện tử - viễn thông,18.80,Đại học,"A00,A01,D07,D90",,2020
HHK,1,Quản lý hoạt động bay,26.30,Đại học,"A01,D01,D78,D96",,2021
HHK,2,Kỹ thuật hàng không,25.00,Đại học,"A00,A01,D07,D90",,2021
HHK,3,Ngôn ngữ Anh,24.60,Đại học,"A01,D01,D78,D96",,2021
HHK,4,Quản trị doanh nghiệp,23.40,Đại học,"A01,D01,D78,D96",,2021
HHK,5,Công nghệ thông tin,21.60,Đại học,"A00,A01,D07,D90",,2021
HHK,6,Công nghệ kỹ thuật điều khiển và tự động hóa,18.00,Đại học,"A00,A01,D07,D90",,2021
HHK,7,Điện tử - viễn thông,18.00,Đại học,"A00,A01,D07,D90",,2021
HHK,1,Quản lý hoạt động bay,23.30,Đại học,"A01,D01,D78,D96",,2022
HHK,2,Ngôn ngữ Anh,23.00,Đại học,"A01,D01,D78,D96",,2022
HHK,3,Công nghệ thông tin,21.40,Đại học,"A00,A01,D07,D90",,2022
HHK,4,Kỹ thuật hàng không,21.30,Đại học,"A00,A01,D07,D90",,2022
HHK,5,Quản trị nhân lực,19.30,Đại học,"A01,D01,D78,D96",,2022
HHK,6,Ngành Kinh tế vận tải,19.00,Đại học,"A01,D01,D78,D96",,2022
HHK,7,Quản trị doanh nghiệp,19.00,Đại học,"A01,D01,D78,D96",,2022
HHK,8,Quản trị dịch vụ du lịch và lữ hành,19.00,Đại học,"A01,D01,D78,D96",,2022
HHK,9,Công nghệ kỹ thuật điều khiển và tự động hóa,17.00,Đại học,"A00,A01,D07,D90",,2022
HHK,10,Công nghệ kỹ thuật xây dựng dân dụng và công nghiệp,17.00,Đại học,"A00,A01,D07,D90",,2022
HHK,11,Điện tử - viễn thông,17.00,Đại học,"A00,A01,D07,D90",,2022
HHT,1,Giáo dục Mầm non,20.50,Đại học,"M00,M01,M07,M09",,2016
HHT,2,Ngôn ngữ Trung Quốc,16.25,Đại học,"C00,C20,D01,D66",,2016
HHT,3,Ngôn ngữ Anh,16.25,Đại học,"D01,D14,D15,D66",,2016
HHT,4,Ngôn ngữ Anh,16.25,Đại học,"D01,D14,D66",,2016
HHT,5,Ngôn ngữ Trung Quốc,16.25,Đại học,"C00,D01,D20,D66",,2016
HHT,6,Sư phạm Hóa học,16.25,Đại học,"A00,B00,C02,D07",,2016
HHT,7,Sư phạm Toán học,16.25,Đại học,"A00,A01,A09,B00",,2016
HHT,8,Sư phạm Tiếng Anh,16.25,Đại học,"D01,D14,D15,D66",,2016
HHT,9,Công nghệ thông tin,15.00,Đại học,"A00,A01,A02,A09",,2016
HHT,10,Giáo dục Tiểu học,15.00,Đại học,"C04,C14,C20,D01",,2016
HHT,11,Kế toán,15.00,Đại học,"A00,C14,C20,D01",,2016
HHT,12,Khoa học cây trồng,15.00,Đại học,"A00,B00,B03,D07",,2016
HHT,13,Khoa học môi trường,15.00,Đại học,"A00,B00,B03,D07",,2016
HHT,14,Kỹ thuật xây dựng,15.00,Đại học,"A00,A01,A02,A09",,2016
HHT,15,Ngành Luật,15.00,Đại học,"A00,C00,C14,D01",,2016
HHT,16,Quản trị doanh nghiệp,15.00,Đại học,"A00,C14,C20,D01",,2016
HHT,17,Tài chính – Ngân hàng,15.00,Đại học,"A00,C14,C20,D01",,2016
HHT,18,Giáo dục Chính trị,15.00,Đại học,"A00,C00,C14,D01",,2016
HHT,1,Khoa học cây trồng,15.50,Đại học,"A00,B00,B03,D07",,2017
HHT,2,Khoa học môi trường,15.50,Đại học,"A00,B00,B03,D07",,2017
HHT,3,Ngôn ngữ Trung Quốc,15.50,Đại học,"C00,C20,D01,D66",,2017
HHT,4,Quản trị doanh nghiệp,15.50,Đại học,"A00,C14,C20,D01",,2017
HHT,5,Giáo dục Chính trị,15.50,Đại học,"A00,C00,C14,D01",,2017
HHT,6,Giáo dục Mầm non,15.50,Đại học,"M00,M01,M07,M09",,2017
HHT,7,Ngôn ngữ Trung Quốc,15.50,Đại học,"C00,D01,D20,D66",,2017
HHT,8,Sư phạm Vật lý,15.50,Đại học,"A00,A01,A02,C01",,2017
HHT,9,Sư phạm Hóa học,15.50,Đại học,"A00,B00,C02,D07",,2017
HHT,10,Sư phạm Toán học,15.50,Đại học,"A00,A01,A09,B00",,2017
HHT,11,Sư phạm Tiếng Anh,15.50,Đại học,"D01,D14,D15,D66",,2017
HHT,1,Giáo dục Tiểu học,17.00,Đại học,"C04,C14,C20,D01",,2018
HHT,2,Giáo dục Chính trị,17.00,Đại học,"A00,C00,C14,D01",,2018
HHT,3,Giáo dục Mầm non,17.00,Đại học,"M00,M01,M07,M09",,2018
HHT,4,Sư phạm Vật lý,17.00,Đại học,"A00,A01,A02,C01",,2018
HHT,5,Sư phạm Hóa học,17.00,Đại học,"A00,B00,C02,D07",,2018
HHT,6,Sư phạm Toán học,17.00,Đại học,"A00,A01,A09,B00",,2018
HHT,7,Sư phạm Tiếng Anh,17.00,Đại học,"D01,D14,D15,D66",,2018
HHT,8,Giáo dục Mầm non,15.00,Đại học,"M00,M01,M07,M09",,2018
HHT,9,Chính trị học,13.50,Đại học,"A00,C00,C14,D01",,2018
HHT,10,Công nghệ thông tin,13.50,Đại học,"A00,A01,A02,A09",,2018
HHT,11,Kế toán,13.50,Đại học,"A00,C14,C20,D01",,2018
HHT,12,Khoa học cây trồng,13.50,Đại học,"A00,B00,B03,D07",,2018
HHT,13,Khoa học môi trường,13.50,Đại học,"A00,B00,B03,D07",,2018
HHT,14,Kỹ thuật xây dựng,13.50,Đại học,"A00,A01,A02,A09",,2018
HHT,15,Ngành Luật,13.50,Đại học,"A00,C00,C14,D01",,2018
HHT,16,Ngôn ngữ Trung Quốc,13.50,Đại học,"C00,C20,D01,D66",,2018
HHT,17,Ngôn ngữ Anh,13.50,Đại học,"D01,D14,D15,D66",,2018
HHT,18,Quản trị doanh nghiệp,13.50,Đại học,"A00,C14,C20,D01",,2018
HHT,19,Quản trị dịch vụ du lịch và lữ hành,13.50,Đại học,"A00,C14,C20,D01",,2018
HHT,20,Tài chính – Ngân hàng,13.50,Đại học,"A00,C14,C20,D01",,2018
HHT,1,Giáo dục Tiểu học,18.00,Đại học,"C04,C14,C20,D01",,2019
HHT,2,Giáo dục Chính trị,18.00,Đại học,"A00,C00,C14,D01",,2019
HHT,3,Giáo dục Mầm non,18.00,Đại học,"M00,M01,M07,M09",,2019
HHT,4,Sư phạm Toán học,18.00,Đại học,"A00,A01,A09,B00",,2019
HHT,5,Sư phạm Tiếng Anh,18.00,Đại học,"D01,D14,D15,D66",,2019
HHT,6,Giáo dục Mầm non,16.00,Đại học,"M00,M01,M07,M09",,2019
HHT,7,Chính trị học,13.50,Đại học,"A00,C00,C14,D01",,2019
HHT,8,Công nghệ thông tin,13.50,Đại học,"A00,A01,A02,A09",,2019
HHT,9,Kế toán,13.50,Đại học,"A00,C14,C20,D01",,2019
HHT,10,Khoa học cây trồng,13.50,Đại học,"A00,B00,B03,D07",,2019
HHT,11,Khoa học môi trường,13.50,Đại học,"A00,B00,B03,D07",,2019
HHT,12,Kỹ thuật xây dựng,13.50,Đại học,"A00,A01,A02,A09",,2019
HHT,13,Ngành Luật,13.50,Đại học,"A00,C00,C14,D01",,2019
HHT,14,Ngôn ngữ Trung Quốc,13.50,Đại học,"C00,C20,D01,D66",,2019
HHT,15,Ngôn ngữ Anh,13.50,Đại học,"D01,D14,D15,D66",,2019
HHT,16,Quản trị doanh nghiệp,13.50,Đại học,"A00,C14,C20,D01",,2019
HHT,17,Quản trị dịch vụ du lịch và lữ hành,13.50,Đại học,"A00,C14,C20,D01",,2019
HHT,18,Tài chính – Ngân hàng,13.50,Đại học,"A00,C14,C20,D01",,2019
HHT,19,Ngôn ngữ Anh,13.50,Đại học,"D01,D14,D66",,2019
HHT,20,Ngôn ngữ Trung Quốc,13.50,Đại học,"C00,D01,D20,D66",,2019
HHT,1,Giáo dục Tiểu học,18.50,Đại học,"C04,C14,C20,D01",,2020
HHT,2,Giáo dục Chính trị,18.50,Đại học,"A00,C00,C14,D01",,2020
HHT,3,Giáo dục Mầm non,18.50,Đại học,"M00,M01,M07,M09",,2020
HHT,4,Sư phạm Toán học,18.50,Đại học,"A00,A01,A09,B00",,2020
HHT,5,Sư phạm Tiếng Anh,18.50,Đại học,"D01,D14,D15,D66",,2020
HHT,6,Giáo dục Mầm non,16.50,Đại học,"M00,M01,M07,M09",,2020
HHT,7,Chính trị học,14.00,Đại học,"A00,C00,C14,D01",,2020
HHT,8,Công nghệ thông tin,14.00,Đại học,"A00,A01,A02,A09",,2020
HHT,9,Kế toán,14.00,Đại học,"A00,C14,C20,D01",,2020
HHT,10,Khoa học cây trồng,14.00,Đại học,"A00,B00,B03,D07",,2020
HHT,11,Khoa học môi trường,14.00,Đại học,"A00,B00,B03,D07",,2020
HHT,12,Kỹ thuật xây dựng,14.00,Đại học,"A00,A01,A02,A09",,2020
HHT,13,Ngành Luật,14.00,Đại học,"A00,C00,C14,D01",,2020
HHT,14,Ngôn ngữ Trung Quốc,14.00,Đại học,"C00,C20,D01,D66",,2020
HHT,15,Ngôn ngữ Anh,14.00,Đại học,"D01,D14,D15,D66",,2020
HHT,16,Quản trị doanh nghiệp,14.00,Đại học,"A00,C14,C20,D01",,2020
HHT,17,Quản trị dịch vụ du lịch và lữ hành,14.00,Đại học,"A00,C14,C20,D01",,2020
HHT,18,Tài chính – Ngân hàng,14.00,Đại học,"A00,C14,C20,D01",,2020
HHT,19,Thú y,14.00,Đại học,"A00,A09,B00,D07",,2020
HHT,20,Ngôn ngữ Anh,14.00,Đại học,"D01,D14,D66",,2020
HHT,1,Giáo dục Tiểu học,19.00,Đại học,"C04,C14,C20,D01",,2021
HHT,2,Giáo dục Chính trị,19.00,Đại học,"A00,C00,C14,D01",,2021
HHT,3,Giáo dục Mầm non,19.00,Đại học,"M00,M01,M07,M09",,2021
HHT,4,Sư phạm Vật lý,19.00,Đại học,"A00,A01,A02,C01",,2021
HHT,5,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),19.00,Đại học,"A00,A01,A02,A09",,2021
HHT,6,Sư phạm Hóa học,19.00,Đại học,"A00,B00,C02,D07",,2021
HHT,7,Sư phạm Toán học,19.00,Đại học,"A00,A01,A09,B00",,2021
HHT,8,Sư phạm Tiếng Anh,19.00,Đại học,"D01,D14,D15,D66",,2021
HHT,9,Giáo dục Mầm non,17.00,Đại học,"M00,M01,M07,M09",,2021
HHT,10,Chính trị học,15.00,Đại học,"A00,C00,C14,D01",,2021
HHT,11,Công nghệ thông tin,15.00,Đại học,"A00,A01,A02,A09",,2021
HHT,12,Kế toán,15.00,Đại học,"A00,C14,C20,D01",,2021
HHT,13,Khoa học cây trồng,15.00,Đại học,"A00,B00,B03,D07",,2021
HHT,14,Khoa học môi trường,15.00,Đại học,"A00,B00,B03,D07",,2021
HHT,15,Kinh tế nông nghiệp,15.00,Đại học,"A00,C14,C20,D01",,2021
HHT,16,Kỹ thuật xây dựng,15.00,Đại học,"A00,A01,A02,A09",,2021
HHT,17,Ngành Luật,15.00,Đại học,"A00,C00,C14,D01",,2021
HHT,18,Ngôn ngữ Trung Quốc,15.00,Đại học,"C00,C20,D01,D66",,2021
HHT,19,Ngôn ngữ Anh,15.00,Đại học,"D01,D14,D15,D66",,2021
HHT,20,Quản trị doanh nghiệp,15.00,Đại học,"A00,C14,C20,D01",,2021
HHT,1,Giáo dục Tiểu học,26.30,Đại học,"C04,C14,C20,D01",,2022
HHT,2,Chính trị học,15.00,Đại học,"A00,C00,C14,D01",,2022
HHT,3,Công nghệ thông tin,15.00,Đại học,"A00,A01,A02,A09",,2022
HHT,4,Kế toán,15.00,Đại học,"A00,C14,C20,D01",,2022
HHT,5,Khoa học cây trồng,15.00,Đại học,"A00,B00,B03,D07",,2022
HHT,6,Khoa học môi trường,15.00,Đại học,"A00,B00,B03,D07",,2022
HHT,7,Kinh tế nông nghiệp,15.00,Đại học,"A00,C14,C20,D01",,2022
HHT,8,Kỹ thuật xây dựng,15.00,Đại học,"A00,A01,A02,A09",,2022
HHT,9,Ngành Luật,15.00,Đại học,"A00,C00,C14,D01",,2022
HHT,10,Ngôn ngữ Trung Quốc,15.00,Đại học,"C00,C20,D01,D66",,2022
HHT,11,Ngôn ngữ Anh,15.00,Đại học,"D01,D14,D15,D66",,2022
HHT,12,Quản trị doanh nghiệp,15.00,Đại học,"A00,C14,C20,D01",,2022
HHT,13,Quản trị dịch vụ du lịch và lữ hành,15.00,Đại học,"A00,C14,C20,D01",,2022
HHT,14,Tài chính – Ngân hàng,15.00,Đại học,"A00,C14,C20,D01",,2022
HHT,15,Thú y,15.00,Đại học,"A00,A09,B00,D07",,2022
HIU,1,Răng- Hàm -Mặt,21.00,Đại học,"A00,B00,D07,D90",,2017
HIU,2,Dược học,16.50,Đại học,"A00,B00,D07,D90",,2017
HIU,3,Công nghệ thông tin,15.50,Đại học,"A00,A01,D01,D90",,2017
HIU,4,Điều dưỡng,15.50,Đại học,"A00,B00,D07,D90",,2017
HIU,5,Du lịch,15.50,Đại học,"A01,C00,D01,D78",,2017
HIU,6,Kiến trúc,15.50,Đại học,"A00,D01,V00,V01",,2017
HIU,7,Kỹ thuật xét nghiệm y học,15.50,Đại học,"A00,B00,D07,D90",,2017
HIU,8,Kỹ thuật phục hồi chức năng,15.50,Đại học,"A00,B00,D07,D90",,2017
HIU,9,Luật kinh tế,15.50,Đại học,"A00,A08,C00,D01",,2017
HIU,10,Quan hệ quốc tế,15.50,Đại học,"A00,A01,C00,D01",,2017
HIU,11,Quản trị doanh nghiệp,15.50,Đại học,"A00,A01,C00,D01",,2017
HIU,12,Quản trị khách sạn,15.50,Đại học,"A00,A01,C00,D01",,2017
HIU,13,Quản trị dịch vụ du lịch và lữ hành,15.50,Đại học,"A00,A01,C00,D01",,2017
HIU,14,Tài chính – Ngân hàng,15.50,Đại học,"A00,A01,D01,D90",,2017
HIU,15,Thiết kế đồ họa,15.50,Đại học,"H00,H02,V00,V01",,2017
HIU,16,Truyền thông đa phương tiện,15.50,Đại học,"A01,C00,D01,D78",,2017
HIU,17,Công nghệ thông tin,15.50,Đại học,"A01,D01,D90",,2017
HIU,18,Du lịch,15.50,Đại học,"D01,D78",,2017
HIU,19,Hàn Quốc học,15.50,Đại học,"D01,D78",,2017
HIU,20,Kỹ thuật xây dựng,15.50,Đại học,"A01,D01,D90",,2017
HIU,1,Răng- Hàm -Mặt,18.50,Đại học,"A00,B00,D07,D90",,2018
HIU,2,Giáo dục Mầm non,17.00,Đại học,"M00,M01,M11",,2018
HIU,3,Dược học,16.00,Đại học,"A00,B00,D07,D90",,2018
HIU,4,Công nghệ thông tin,14.00,Đại học,"A00,A01,D01,D90",,2018
HIU,5,Điều dưỡng,14.00,Đại học,"A00,B00,D07,D90",,2018
HIU,6,Du lịch,14.00,Đại học,"A01,C00,D01,D78",,2018
HIU,7,Giáo dục Thể chất,14.00,Đại học,"T00,T02,T03,T07",,2018
HIU,8,Kế toán,14.00,Đại học,"A00,A01,D01,D90",,2018
HIU,9,Kiến trúc,14.00,Đại học,"A00,D01,V00,V01",,2018
HIU,10,Kỹ thuật xét nghiệm y học,14.00,Đại học,"A00,B00,D07,D90",,2018
HIU,11,Kỹ thuật phục hồi chức năng,14.00,Đại học,"A00,B00,D07,D90",,2018
HIU,12,Luật kinh tế,14.00,Đại học,"A00,A08,C00,D01",,2018
HIU,13,Ngôn ngữ Anh,14.00,Đại học,"A01,D01,D14,D96",,2018
HIU,14,Quan hệ quốc tế,14.00,Đại học,"A00,A01,C00,D01",,2018
HIU,15,Quản trị doanh nghiệp,14.00,Đại học,"A00,A01,C00,D01",,2018
HIU,16,Quản trị khách sạn,14.00,Đại học,"A00,A01,C00,D01",,2018
HIU,17,Quản trị dịch vụ du lịch và lữ hành,14.00,Đại học,"A00,A01,C00,D01",,2018
HIU,18,Tài chính – Ngân hàng,14.00,Đại học,"A00,A01,D01,D90",,2018
HIU,19,Thiết kế đồ họa,14.00,Đại học,"H00,H02,V00,V01",,2018
HIU,20,Truyền thông đa phương tiện,14.00,Đại học,"A01,C00,D01,D78",,2018
HIU,1,Răng- Hàm -Mặt,21.00,Đại học,"A00,B00,D07,D90",,2019
HIU,2,Dược học,20.00,Đại học,"A00,B00,D07,D90",,2019
HIU,3,Điều dưỡng,18.00,Đại học,"A00,B00,D07,D90",,2019
HIU,4,Giáo dục Mầm non,18.00,Đại học,"M00,M01,M11",,2019
HIU,5,Giáo dục Thể chất,18.00,Đại học,"T00,T02,T03,T07",,2019
HIU,6,Kỹ thuật xét nghiệm y học,18.00,Đại học,"A00,B00,D07,D90",,2019
HIU,7,Kỹ thuật phục hồi chức năng,18.00,Đại học,"A00,B00,D07,D90",,2019
HIU,8,Giáo dục Thể chất,18.00,Đại học,"T02,T03,T07",,2019
HIU,9,Công nghệ thông tin,16.00,Đại học,"A00,A01,D01,D90",,2019
HIU,10,Ngôn ngữ Anh,16.00,Đại học,"A01,D01,D14,D96",,2019
HIU,11,Quản trị doanh nghiệp,16.00,Đại học,"A00,A01,C00,D01",,2019
HIU,12,Quản trị khách sạn,16.00,Đại học,"A00,A01,C00,D01",,2019
